ID,date,cluster_id,electricity_consumption,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
cluster_1_2016-12-03,2016-12-03,cluster_1,433.221,6.2,-0.1,3.0,-5.1,17330.763333333332,30379.416666666668,19.5,37.1,73.33003382966787,3.6,0.5
cluster_2_2016-12-03,2016-12-03,cluster_2,641.586,11.6,-1.3,7.5,-4.7,20203.710000000003,31200.766666666663,22.3,42.1,82.65592238924657,5.2,0.6333333333333334
cluster_3_2016-12-03,2016-12-03,cluster_3,870.206,14.5,-2.2,12.2,-5.7,23445.52,32053.84,17.1,35.3,72.63706499640804,5.673333333333333,0.6766666666666667
cluster_4_2016-12-03,2016-12-03,cluster_4,1258.238,5.2,-2.2,2.5,-5.3,22828.646666666667,31312.52666666667,17.9,36.4,45.06727349263517,3.95,0.4066666666666667
cluster_1_2016-12-04,2016-12-04,cluster_1,421.834,6.3,-1.7,2.7,-6.8,25445.31333333333,30284.096666666668,16.7,31.0,99.99989843765718,5.11,0.62
cluster_2_2016-12-04,2016-12-04,cluster_2,611.308,15.5,-2.6,12.3,-7.3,26431.066666666666,31112.08,24.7,48.6,94.42845352992722,5.62,0.7600000000000001
cluster_3_2016-12-04,2016-12-04,cluster_3,828.975,14.9,-3.1,13.5,-6.4,27662.46666666667,31972.236666666664,22.2,42.8,91.3897769203583,6.15,0.9433333333333334
cluster_4_2016-12-04,2016-12-04,cluster_4,1262.13,8.4,-2.1,6.6,-5.9,26359.963333333333,31224.966666666664,14.4,27.0,100.66002036148036,5.883333333333334,0.5666666666666668
cluster_1_2016-12-05,2016-12-05,cluster_1,457.88,11.6,-0.8,9.8,-4.9,25303.3,30193.16,14.3,24.5,128.66892705275163,4.69,0.4499999999999999
cluster_2_2016-12-05,2016-12-05,cluster_2,653.008,15.0,-2.5,11.7,-6.1,26251.42,31027.49,29.5,58.3,124.6558701729083,5.11,0.7000000000000001
cluster_3_2016-12-05,2016-12-05,cluster_3,877.706,16.1,-2.0,15.3,-5.1,27537.2,31894.406666666662,16.4,29.9,124.5249671206896,6.306666666666666,0.9966666666666668
cluster_4_2016-12-05,2016-12-05,cluster_4,1388.923,9.2,-0.8,7.7,-4.2,25876.166666666668,31141.45333333333,10.9,15.5,119.70807770793655,5.45,0.5266666666666666
cluster_1_2016-12-06,2016-12-06,cluster_1,455.369,13.1,-1.5,11.8,-5.1,22026.97,30106.74666666667,12.3,20.9,150.5297116511928,4.06,0.4066666666666667
cluster_2_2016-12-06,2016-12-06,cluster_2,640.465,15.5,0.3,14.4,-3.2,25242.786666666663,30947.123333333333,14.4,25.6,140.53989154725943,5.420000000000001,0.6433333333333333
cluster_3_2016-12-06,2016-12-06,cluster_3,898.398,15.7,-1.3,14.4,-4.0,27274.533333333336,31820.483333333334,9.7,18.0,88.5,6.503333333333333,0.7766666666666667
cluster_4_2016-12-06,2016-12-06,cluster_4,1392.841,8.0,-1.2,6.6,-4.8,24813.13333333333,31062.12,9.1,14.8,28.179716902236898,4.8,0.4633333333333334
cluster_1_2016-12-07,2016-12-07,cluster_1,455.978,13.9,-0.9,10.9,-5.0,24463.05666666667,30025.003333333338,18.9,31.3,167.45541671642312,4.503333333333333,0.6866666666666666
cluster_2_2016-12-07,2016-12-07,cluster_2,646.153,14.2,1.5,11.0,-1.5,25418.53,30871.11,18.5,33.8,153.13701601796222,5.510000000000001,0.7699999999999999
cluster_3_2016-12-07,2016-12-07,cluster_3,914.594,16.5,-2.6,14.8,-5.6,26808.713333333333,31750.59333333333,11.0,20.2,108.74752848066504,6.38,0.7666666666666666
cluster_4_2016-12-07,2016-12-07,cluster_4,1394.499,10.1,-2.9,8.3,-5.8,25190.463333333333,30987.09333333333,11.3,20.2,150.69402386408328,5.226666666666667,0.4833333333333333
cluster_1_2016-12-08,2016-12-08,cluster_1,456.542,12.4,-1.3,9.7,-5.1,22176.206666666665,29948.08,18.4,31.7,185.0,4.253333333333333,0.63
cluster_2_2016-12-08,2016-12-08,cluster_2,645.837,14.9,1.9,12.1,-1.8,23787.853333333333,30799.59,18.7,37.1,169.00635272957166,5.15,0.8033333333333333
cluster_3_2016-12-08,2016-12-08,cluster_3,918.754,15.6,-1.4,13.9,-5.3,27299.483333333334,31684.836666666662,11.2,21.6,130.9127587412392,6.483333333333333,0.82
cluster_4_2016-12-08,2016-12-08,cluster_4,1382.41,10.0,-2.1,7.4,-5.6,25675.67,30916.496666666662,13.6,28.4,190.6917649293539,5.603333333333334,0.6033333333333333
cluster_1_2016-12-09,2016-12-09,cluster_1,444.365,12.2,1.8,9.8,-1.4,22645.323333333334,29876.103333333333,15.5,28.1,189.667246271919,4.396666666666667,0.49
cluster_2_2016-12-09,2016-12-09,cluster_2,638.788,14.6,2.4,13.1,-0.6,24778.706666666665,30732.680000000004,14.1,26.6,170.9161514405476,4.829999999999999,0.6433333333333332
cluster_3_2016-12-09,2016-12-09,cluster_3,905.194,14.7,-1.2,13.9,-5.0,26832.596666666665,31623.34333333333,10.7,20.9,132.94261290469976,5.703333333333333,0.7033333333333333
cluster_4_2016-12-09,2016-12-09,cluster_4,1338.997,10.4,-2.6,8.3,-5.6,25623.98,30850.466666666664,12.7,25.6,203.63899955249303,5.6000000000000005,0.57
cluster_1_2016-12-10,2016-12-10,cluster_1,405.664,12.8,-0.4,10.4,-4.0,18701.91333333333,29809.233333333334,21.7,38.2,205.3336344040273,3.4166666666666665,0.4466666666666666
cluster_2_2016-12-10,2016-12-10,cluster_2,596.531,13.0,1.4,11.6,-1.9,19002.14,30670.52,19.8,34.9,181.22289918138105,3.8366666666666656,0.4733333333333333
cluster_3_2016-12-10,2016-12-10,cluster_3,838.968,14.6,-0.6,14.4,-3.9,27025.5,31566.22,9.4,19.4,134.0,5.669999999999999,0.66
cluster_4_2016-12-10,2016-12-10,cluster_4,1245.668,8.5,-2.6,6.5,-5.6,21750.88333333333,30789.12,13.3,23.8,220.00356445429645,4.99,0.52
cluster_1_2016-12-11,2016-12-11,cluster_1,389.587,10.3,5.0,8.6,1.5,24410.72,29747.596666666665,23.5,44.3,258.66024690574216,4.023333333333333,0.4733333333333333
cluster_2_2016-12-11,2016-12-11,cluster_2,570.321,13.1,1.3,11.0,-1.5,17938.850000000002,30613.233333333334,29.5,54.0,261.3329905781327,4.476666666666667,0.5733333333333334
cluster_3_2016-12-11,2016-12-11,cluster_3,809.75,12.8,-0.8,12.1,-4.7,17350.930000000004,31513.58666666667,30.6,56.9,194.671752126836,4.3500000000000005,0.79
cluster_4_2016-12-11,2016-12-11,cluster_4,1179.709,9.8,-4.1,7.8,-7.2,16777.38,30732.596666666665,18.6,32.4,284.9397972856525,3.6966666666666654,0.41
cluster_1_2016-12-12,2016-12-12,cluster_1,434.568,11.2,3.1,8.7,-0.7,5983.366666666666,29691.336666666662,16.6,32.0,180.24521576521045,1.84,0.2833333333333333
cluster_2_2016-12-12,2016-12-12,cluster_2,641.003,13.4,2.4,11.9,-0.6,15822.536666666669,30560.956666666665,15.9,31.0,209.787219247415,3.42,0.47
cluster_3_2016-12-12,2016-12-12,cluster_3,869.626,13.5,2.1,12.7,-0.9,19769.36333333333,31465.56333333333,26.4,55.1,132.82267581189495,4.3133333333333335,0.64
cluster_4_2016-12-12,2016-12-12,cluster_4,1338.559,5.4,0.5,3.3,-2.1,9639.853333333333,30681.01333333333,13.5,28.8,316.95080366487144,2.793333333333333,0.3033333333333333
cluster_1_2016-12-13,2016-12-13,cluster_1,436.331,13.0,4.2,11.1,0.9,9436.52,29640.59,16.1,35.3,183.00652234094207,2.06,0.34
cluster_2_2016-12-13,2016-12-13,cluster_2,646.493,13.2,0.3,9.5,-2.8,16820.039999999997,30513.796666666665,18.4,32.4,160.85081591083366,3.953333333333333,0.6133333333333334
cluster_3_2016-12-13,2016-12-13,cluster_3,902.929,15.5,-2.2,13.6,-5.8,26398.513333333336,31422.243333333336,11.6,21.6,123.36792000581386,5.75,0.7733333333333333
cluster_4_2016-12-13,2016-12-13,cluster_4,1353.608,10.1,-1.7,8.4,-4.7,19289.68333333333,30634.48,12.7,21.6,184.02001181604183,3.51,0.3733333333333333
cluster_1_2016-12-14,2016-12-14,cluster_1,451.001,10.4,1.6,7.4,-1.8,24467.75333333333,29595.483333333334,17.1,31.0,139.99322989193024,4.543333333333333,0.54
cluster_2_2016-12-14,2016-12-14,cluster_2,646.765,13.8,1.2,11.5,-2.2,25728.02666666667,30471.896666666667,18.2,30.2,138.31335923504977,5.233333333333333,0.6366666666666667
cluster_3_2016-12-14,2016-12-14,cluster_3,887.405,15.0,2.3,12.8,-0.4,26685.426666666663,31383.763333333336,15.7,32.8,139.9054808298607,5.71,0.7566666666666667
cluster_4_2016-12-14,2016-12-14,cluster_4,1343.437,9.8,-0.9,7.8,-4.3,25609.71333333333,30593.14,11.3,20.2,140.65731657806555,5.11,0.5166666666666667
cluster_1_2016-12-15,2016-12-15,cluster_1,455.356,11.2,1.0,8.4,-2.7,24120.036666666667,29556.16,16.1,28.8,144.32177352312002,4.23,0.4266666666666667
cluster_2_2016-12-15,2016-12-15,cluster_2,656.767,12.3,1.1,10.5,-2.1,22355.316666666666,30435.353333333333,14.2,27.7,149.00152529388336,3.963333333333333,0.4833333333333333
cluster_3_2016-12-15,2016-12-15,cluster_3,901.118,15.0,0.2,13.3,-2.7,25392.1,31350.21666666667,19.2,37.1,147.3809967397424,4.656666666666666,0.6266666666666666
cluster_4_2016-12-15,2016-12-15,cluster_4,1356.768,6.6,-0.8,5.0,-3.9,16791.606666666667,30557.096666666665,10.7,21.2,138.13506216201853,3.9866666666666655,0.3766666666666666
cluster_1_2016-12-16,2016-12-16,cluster_1,438.265,11.6,1.5,10.5,-2.4,24160.713333333333,29522.74,13.7,25.2,132.68233462696685,4.14,0.44
cluster_2_2016-12-16,2016-12-16,cluster_2,630.62,14.9,2.7,10.7,-0.7,24262.77333333333,30404.31333333333,27.2,52.9,135.20320542016222,4.616666666666666,0.6466666666666666
cluster_3_2016-12-16,2016-12-16,cluster_3,878.423,14.2,-0.8,12.7,-3.8,25707.82,31321.713333333333,22.2,40.7,121.70973368146228,5.546666666666667,0.8266666666666667
cluster_4_2016-12-16,2016-12-16,cluster_4,1304.018,10.6,0.0,9.1,-2.9,23475.246666666662,30526.466666666664,9.6,18.7,102.77880681914078,4.39,0.4733333333333333
cluster_1_2016-12-17,2016-12-17,cluster_1,415.218,8.3,-0.4,7.5,-3.4,15633.403333333335,29495.35,8.0,16.9,132.96921772957276,3.1933333333333334,0.3166666666666666
cluster_2_2016-12-17,2016-12-17,cluster_2,600.27,13.6,-0.4,11.5,-3.7,9513.436666666666,30378.87,20.5,38.9,80.50023374511285,3.516666666666667,0.4733333333333333
cluster_3_2016-12-17,2016-12-17,cluster_3,830.727,13.6,0.1,12.2,-2.8,26162.31,31298.353333333333,11.6,25.6,85.66811605536616,5.543333333333333,0.69
cluster_4_2016-12-17,2016-12-17,cluster_4,1239.377,8.3,-0.9,6.9,-3.7,17291.016666666666,30501.37,8.8,16.9,345.5056208083483,4.193333333333333,0.4066666666666667
cluster_1_2016-12-18,2016-12-18,cluster_1,413.77,5.6,2.6,3.9,0.2,239.0833333333333,29474.11333333333,7.0,14.4,111.32166239163423,1.6866666666666668,0.2133333333333333
cluster_2_2016-12-18,2016-12-18,cluster_2,611.566,11.6,1.0,8.8,-2.0,9302.666666666666,30359.14333333333,10.2,24.5,118.40433100233244,3.2433333333333336,0.42
cluster_3_2016-12-18,2016-12-18,cluster_3,827.831,12.6,0.0,10.6,-2.9,17922.306666666667,31280.25,8.2,18.7,19.206366166534,4.93,0.5733333333333334
cluster_4_2016-12-18,2016-12-18,cluster_4,1218.131,4.9,-2.2,2.9,-5.1,10123.723333333332,30481.906666666662,9.2,18.0,358.8553220475085,2.6966666666666668,0.27
cluster_1_2016-12-19,2016-12-19,cluster_1,471.473,6.5,2.5,4.1,-1.6,6693.28,29459.14333333333,17.0,32.0,68.66313849481377,1.6166666666666665,0.28
cluster_2_2016-12-19,2016-12-19,cluster_2,710.867,7.7,-0.3,5.7,-3.2,10387.23,30345.24,18.8,34.6,89.00356217739476,2.526666666666667,0.38
cluster_3_2016-12-19,2016-12-19,cluster_3,935.324,12.1,-1.6,9.6,-4.7,9299.61,31267.483333333334,19.1,51.8,40.412122238430335,2.6666666666666665,0.4666666666666666
cluster_4_2016-12-19,2016-12-19,cluster_4,1356.43,6.4,0.7,3.0,-2.5,7456.446666666667,30468.193333333333,16.7,34.2,51.0,2.43,0.3133333333333333
cluster_1_2016-12-20,2016-12-20,cluster_1,473.168,6.1,-0.4,2.5,-4.5,11470.826666666666,29450.53,17.1,30.6,138.75126880657402,2.7466666666666666,0.31
cluster_2_2016-12-20,2016-12-20,cluster_2,709.95,7.7,-1.1,4.7,-4.7,11547.136666666664,30337.236666666668,14.8,23.8,161.22539748400587,2.7366666666666664,0.35
cluster_3_2016-12-20,2016-12-20,cluster_3,949.308,14.1,-2.7,11.5,-5.9,14044.643333333332,31260.146666666667,19.9,62.3,349.9762498903684,3.5400000000000005,0.5966666666666667
cluster_4_2016-12-20,2016-12-20,cluster_4,1362.895,5.9,-1.6,3.8,-4.4,7361.196666666667,30460.303333333333,11.0,22.0,38.38253706913692,2.6366666666666667,0.3066666666666666
cluster_1_2016-12-21,2016-12-21,cluster_1,468.228,9.2,1.0,6.1,-2.0,2352.556666666667,29448.14333333333,23.6,43.9,190.9993901614561,1.7599999999999998,0.3966666666666666
cluster_2_2016-12-21,2016-12-21,cluster_2,708.034,7.7,1.5,5.5,-2.8,20333.08,30335.02,23.2,43.9,176.55423471472173,3.9966666666666666,0.5233333333333333
cluster_3_2016-12-21,2016-12-21,cluster_3,927.598,13.9,-1.0,12.0,-4.0,24500.36333333333,31258.10666666667,18.5,39.2,171.45829379825264,4.473333333333334,0.5866666666666666
cluster_4_2016-12-21,2016-12-21,cluster_4,1369.629,6.6,-2.9,4.1,-6.0,22229.08,30458.11333333333,18.5,34.9,253.4527545603217,3.97,0.4066666666666667
cluster_1_2016-12-22,2016-12-22,cluster_1,444.699,10.7,4.2,9.1,0.8,12190.35,29451.876666666667,17.5,33.1,237.18390960338627,2.1,0.2833333333333333
cluster_2_2016-12-22,2016-12-22,cluster_2,666.807,10.3,-0.2,8.2,-3.1,8724.88,30338.486666666668,20.9,37.1,198.1975125984809,2.64,0.3666666666666667
cluster_3_2016-12-22,2016-12-22,cluster_3,896.511,15.6,-1.8,14.2,-5.4,16853.899999999998,31261.29,13.0,24.5,201.45971539803875,4.12,0.5599999999999999
cluster_4_2016-12-22,2016-12-22,cluster_4,1312.775,9.0,-0.1,7.3,-3.5,10442.32,30461.53333333333,19.4,39.2,195.0839441310684,2.76,0.32
cluster_1_2016-12-23,2016-12-23,cluster_1,429.593,9.5,2.8,5.2,-0.8,11602.19,29461.66333333333,26.9,47.5,197.6667720173256,2.736666666666667,0.32
cluster_2_2016-12-23,2016-12-23,cluster_2,645.03,12.0,3.6,11.2,-0.1,6726.286666666667,30347.573333333334,27.1,49.7,221.4228435118587,1.88,0.29
cluster_3_2016-12-23,2016-12-23,cluster_3,843.845,13.7,3.1,11.1,0.5,13400.156666666668,31269.63333333333,18.5,36.4,261.3689799226268,3.7,0.5499999999999999
cluster_4_2016-12-23,2016-12-23,cluster_4,1274.815,8.9,3.3,8.0,0.8,3649.276666666666,30470.496666666662,20.8,39.2,258.83188725051707,2.0666666666666664,0.2766666666666666
cluster_1_2016-12-24,2016-12-24,cluster_1,376.612,10.7,5.4,8.1,0.9,7888.513333333333,29477.426666666663,24.9,46.1,241.3332279826744,2.4633333333333334,0.5066666666666667
cluster_2_2016-12-24,2016-12-24,cluster_2,557.061,12.4,5.6,10.6,1.5,10249.143333333332,30362.22,26.1,50.4,249.6157446431652,2.3200000000000003,0.54
cluster_3_2016-12-24,2016-12-24,cluster_3,768.667,13.9,4.6,13.1,1.2,9909.22,31283.073333333334,28.1,51.5,254.99810722509392,3.1166666666666667,0.6433333333333334
cluster_4_2016-12-24,2016-12-24,cluster_4,1124.294,10.1,4.2,7.2,1.7,7362.196666666666,30484.943333333333,21.7,40.3,206.0341449904682,1.8133333333333328,0.2966666666666667
cluster_1_2016-12-25,2016-12-25,cluster_1,345.726,11.6,5.9,8.7,2.2,5928.78,29499.09,22.3,41.8,230.664738050777,2.06,0.4466666666666667
cluster_2_2016-12-25,2016-12-25,cluster_2,501.79,12.5,5.0,10.7,1.6,4674.406666666667,30382.346666666668,24.0,44.3,246.8518519024053,2.01,0.4833333333333333
cluster_3_2016-12-25,2016-12-25,cluster_3,707.605,14.0,5.7,13.7,2.6,13726.493333333334,31301.55,33.0,62.6,254.9655779408307,3.3466666666666662,1.106666666666667
cluster_4_2016-12-25,2016-12-25,cluster_4,1027.247,10.1,2.0,7.9,-0.2,18722.226666666666,30504.8,17.7,37.4,259.68902614746514,3.9,0.4733333333333333
cluster_1_2016-12-26,2016-12-26,cluster_1,367.723,11.6,3.3,9.0,-0.1,14133.656666666664,29526.58,19.0,37.1,267.03235661912794,2.536666666666666,0.5066666666666667
cluster_2_2016-12-26,2016-12-26,cluster_2,547.507,11.4,3.1,9.3,-0.8,11766.313333333334,30407.88,22.8,41.0,269.9834028662407,2.66,0.5566666666666666
cluster_3_2016-12-26,2016-12-26,cluster_3,755.177,14.5,3.4,12.4,0.8,13443.186666666666,31324.986666666664,26.2,48.6,306.2961162532063,3.54,0.6366666666666667
cluster_4_2016-12-26,2016-12-26,cluster_4,1110.827,11.1,2.1,9.2,-0.0,8294.033333333333,30529.983333333334,15.5,29.9,273.8415674258755,2.19,0.3533333333333333
cluster_1_2016-12-27,2016-12-27,cluster_1,418.824,7.0,-2.0,4.7,-6.1,24331.506666666664,29559.8,13.0,21.2,39.31044054221367,4.69,0.4133333333333333
cluster_2_2016-12-27,2016-12-27,cluster_2,612.431,9.7,-0.6,8.0,-4.3,22246.693333333333,30438.736666666668,13.9,25.9,349.43049902391004,4.79,0.4666666666666666
cluster_3_2016-12-27,2016-12-27,cluster_3,798.898,14.2,-2.1,11.4,-5.3,26794.283333333336,31353.32,24.5,50.8,348.0839547140483,5.863333333333333,0.8433333333333334
cluster_4_2016-12-27,2016-12-27,cluster_4,1210.37,8.0,-2.1,5.7,-5.6,25944.75,30560.43333333333,17.7,36.7,11.180338670117514,5.423333333333333,0.59
cluster_1_2016-12-28,2016-12-28,cluster_1,448.523,7.2,-3.1,3.3,-6.9,23725.58333333333,29598.666666666668,16.2,28.1,107.06708306919198,4.086666666666666,0.4133333333333333
cluster_2_2016-12-28,2016-12-28,cluster_2,646.675,14.7,-1.8,12.2,-5.3,21866.75,30474.846666666668,15.5,27.4,104.49706773720204,5.17,0.65
cluster_3_2016-12-28,2016-12-28,cluster_3,844.592,15.2,-2.5,12.9,-5.9,26928.57666666667,31386.47333333333,14.7,26.3,37.37998251554989,6.53,0.8666666666666667
cluster_4_2016-12-28,2016-12-28,cluster_4,1269.277,6.5,-2.6,3.4,-5.8,26008.253333333338,30596.05,14.6,31.7,33.43199752031629,5.753333333333333,0.6
cluster_1_2016-12-29,2016-12-29,cluster_1,465.294,6.2,-2.7,3.3,-6.6,24748.166666666668,29643.08,15.1,26.3,119.45607089686072,4.88,0.4066666666666667
cluster_2_2016-12-29,2016-12-29,cluster_2,684.46,10.2,-4.2,8.5,-8.1,25875.266666666663,30516.11666666667,13.0,22.3,140.9541265708208,5.65,0.53
cluster_3_2016-12-29,2016-12-29,cluster_3,887.581,14.5,-2.5,13.8,-5.9,20948.756666666668,31424.37,15.7,27.4,57.49844136819698,5.213333333333334,0.5933333333333334
cluster_4_2016-12-29,2016-12-29,cluster_4,1338.136,5.8,-4.3,3.4,-7.7,26105.126666666667,30636.77,11.9,28.4,26.19832891327743,5.863333333333333,0.5466666666666667
cluster_1_2016-12-30,2016-12-30,cluster_1,489.708,5.5,-4.9,3.2,-8.7,23240.60666666667,29692.95333333333,8.2,17.6,164.46699264914392,4.46,0.3433333333333333
cluster_2_2016-12-30,2016-12-30,cluster_2,721.352,8.9,-4.4,7.0,-8.4,19780.19,30562.45333333333,11.2,22.3,104.30103640605708,4.31,0.3899999999999999
cluster_3_2016-12-30,2016-12-30,cluster_3,885.952,12.0,-1.9,10.7,-4.9,17931.95,31466.94,11.2,19.4,122.13219484137733,3.893333333333333,0.4733333333333333
cluster_4_2016-12-30,2016-12-30,cluster_4,1379.356,5.8,-4.5,3.5,-7.5,18557.99,30682.49,8.0,13.3,32.463024107927446,4.733333333333333,0.4199999999999999
cluster_1_2016-12-31,2016-12-31,cluster_1,485.197,2.5,-4.8,-0.7,-8.7,12992.953333333331,29748.19,10.1,18.0,172.40211137999128,3.29,0.26
cluster_2_2016-12-31,2016-12-31,cluster_2,715.291,11.7,-2.9,10.0,-6.3,14677.546666666669,30613.786666666667,13.1,25.9,152.75803959928626,3.553333333333333,0.3899999999999999
cluster_3_2016-12-31,2016-12-31,cluster_3,898.144,13.1,-2.6,10.7,-6.1,23695.286666666667,31514.09,8.6,17.6,99.88278938470184,5.6866666666666665,0.6333333333333333
cluster_4_2016-12-31,2016-12-31,cluster_4,1350.904,4.0,-5.1,2.1,-8.4,17300.28,30733.14,7.9,15.8,226.82472835771588,3.896666666666667,0.3366666666666666
cluster_1_2017-01-01,2017-01-01,cluster_1,452.176,2.8,-6.1,-0.4,-9.8,3136.156666666667,29808.676666666663,21.8,39.6,188.25747310909705,1.91,0.2066666666666666
cluster_2_2017-01-01,2017-01-01,cluster_2,682.756,3.0,-4.5,0.7,-9.3,3332.2899999999995,30670.006666666668,18.8,33.1,175.78835811253208,2.533333333333333,0.2733333333333333
cluster_3_2017-01-01,2017-01-01,cluster_3,862.76,13.0,-7.5,11.1,-11.2,15712.793333333337,31565.74333333333,11.4,23.8,167.3638896425249,3.803333333333333,0.4466666666666667
cluster_4_2017-01-01,2017-01-01,cluster_4,1309.759,2.3,-4.6,-0.2,-8.4,8450.41,30788.61,14.3,28.8,165.2198156359993,2.803333333333333,0.2666666666666666
cluster_1_2017-01-02,2017-01-02,cluster_1,473.135,5.4,-1.9,2.1,-5.4,13637.623333333337,29874.326666666664,12.7,26.3,31.448408280683136,2.8266666666666667,0.2866666666666667
cluster_2_2017-01-02,2017-01-02,cluster_2,705.591,5.7,-1.3,2.7,-4.6,12478.853333333333,30731.02333333333,14.6,29.5,355.65730041104234,3.2266666666666666,0.3266666666666666
cluster_3_2017-01-02,2017-01-02,cluster_3,926.056,13.5,-5.2,11.7,-9.3,14757.766666666668,31621.82,16.0,30.6,190.1207055133792,4.446666666666666,0.6066666666666668
cluster_4_2017-01-02,2017-01-02,cluster_4,1421.394,2.2,-3.2,-0.6,-6.3,2336.346666666667,30848.83,13.8,26.3,333.67727280831184,2.1300000000000003,0.24
cluster_1_2017-01-03,2017-01-03,cluster_1,519.742,5.2,-3.5,2.4,-7.1,9689.71,29945.02666666667,18.7,33.8,246.4077306491461,2.99,0.2533333333333333
cluster_2_2017-01-03,2017-01-03,cluster_2,765.403,5.0,-2.7,0.8,-6.6,9802.75,30796.74666666667,19.0,36.0,306.93016860096384,3.02,0.2933333333333333
cluster_3_2017-01-03,2017-01-03,cluster_3,984.415,9.3,-2.5,5.3,-5.6,19378.756666666668,31682.22333333333,29.4,55.8,359.3870726697773,5.4,0.6566666666666667
cluster_4_2017-01-03,2017-01-03,cluster_4,1493.589,2.6,-2.7,-0.7,-6.9,10996.113333333333,30913.693333333333,18.1,36.4,325.49923105556263,3.6233333333333335,0.34
cluster_1_2017-01-04,2017-01-04,cluster_1,541.155,7.2,0.1,3.9,-4.4,1119.21,30020.67,22.6,41.0,286.0,1.2333333333333334,0.2799999999999999
cluster_2_2017-01-04,2017-01-04,cluster_2,783.336,6.7,-3.4,2.2,-6.4,9811.083333333334,30867.08,23.5,43.2,283.20089216212847,2.89,0.41
cluster_3_2017-01-04,2017-01-04,cluster_3,1029.911,9.3,-3.5,5.0,-8.0,18743.52333333333,31746.88333333333,49.0,92.9,313.5,5.1433333333333335,0.9266666666666667
cluster_4_2017-01-04,2017-01-04,cluster_4,1490.515,5.5,-3.9,1.7,-7.7,10296.28,30983.106666666663,21.2,37.8,300.57123922304635,2.65,0.3733333333333333
cluster_1_2017-01-05,2017-01-05,cluster_1,516.876,6.3,-3.8,4.0,-7.7,24861.046666666665,30101.146666666667,17.1,31.0,4.310894598711799,4.44,0.4066666666666667
cluster_2_2017-01-05,2017-01-05,cluster_2,764.369,5.7,-3.2,2.2,-7.0,23815.6,30941.916666666668,16.6,31.0,333.7566032115082,4.75,0.53
cluster_3_2017-01-05,2017-01-05,cluster_3,1016.02,7.6,-4.2,3.5,-8.5,22019.93,31815.7,49.6,92.2,335.98927388593665,5.363333333333333,0.9866666666666668
cluster_4_2017-01-05,2017-01-05,cluster_4,1470.84,6.2,-2.3,2.8,-6.5,23661.30666666667,31056.97666666667,26.7,51.5,339.6632597711814,4.680000000000001,0.57
cluster_1_2017-01-06,2017-01-06,cluster_1,537.042,4.8,-5.6,2.0,-9.7,24796.88,30186.35666666667,9.0,20.2,130.63313166521016,4.896666666666667,0.4000000000000001
cluster_2_2017-01-06,2017-01-06,cluster_2,796.662,4.6,-4.7,1.2,-8.7,26084.27333333333,31021.16333333333,15.6,27.7,66.49757075154345,5.953333333333333,0.5233333333333333
cluster_3_2017-01-06,2017-01-06,cluster_3,1055.045,7.4,-8.6,2.7,-12.3,27169.676666666663,31888.59,27.5,51.5,21.45080366487144,6.240000000000001,0.86
cluster_4_2017-01-06,2017-01-06,cluster_4,1525.284,1.3,-5.8,-2.2,-10.5,26663.94,31135.206666666665,22.6,42.5,36.629635561199215,5.973333333333334,0.6699999999999999
cluster_1_2017-01-07,2017-01-07,cluster_1,505.204,8.8,-5.7,6.7,-10.1,0.0,30276.186666666665,19.1,33.5,218.3820546593216,0.89,0.3333333333333333
cluster_2_2017-01-07,2017-01-07,cluster_2,757.343,4.8,-5.8,2.3,-9.6,9704.576666666666,31104.716666666664,19.3,33.5,236.1778872636013,3.053333333333333,0.5099999999999999
cluster_3_2017-01-07,2017-01-07,cluster_3,1030.098,9.4,-10.3,6.6,-15.1,19013.76,31965.456666666665,16.7,31.7,1.0727769663221494,4.66,0.7866666666666666
cluster_4_2017-01-07,2017-01-07,cluster_4,1468.536,3.9,-7.1,1.2,-11.9,11971.596666666666,31217.693333333333,14.0,29.5,330.8301875717445,3.0966666666666662,0.59
cluster_1_2017-01-08,2017-01-08,cluster_1,442.392,10.0,-0.7,8.7,-3.6,2912.0400000000004,30370.513333333336,10.2,21.2,261.90141511818865,1.606666666666667,0.2366666666666666
cluster_2_2017-01-08,2017-01-08,cluster_2,675.648,5.6,-4.3,3.1,-8.5,46.55,31192.48,14.2,24.5,271.66449361619107,1.3066666666666666,0.31
cluster_3_2017-01-08,2017-01-08,cluster_3,962.247,9.0,-3.9,3.8,-8.4,10793.266666666666,32046.213333333333,31.7,61.9,322.2753864982995,3.7,0.6766666666666667
cluster_4_2017-01-08,2017-01-08,cluster_4,1323.141,4.3,-2.7,2.4,-6.5,2564.116666666667,31304.34,22.8,45.7,334.72637762957856,1.7166666666666668,0.32
cluster_1_2017-01-09,2017-01-09,cluster_1,481.155,10.2,1.4,6.7,-1.3,4268.816666666667,30469.38666666667,25.0,45.4,211.0,1.66,0.2966666666666667
cluster_2_2017-01-09,2017-01-09,cluster_2,707.848,7.4,-1.4,4.0,-4.9,8077.666666666667,31284.48,25.2,46.1,228.3715209248475,2.3666666666666667,0.3133333333333333
